11.887  0.0006 0.0 rapid zams  9.208  0.0006 0.0 rapid zams  62.1 0.0361 end all
9.085  0.0002 0.0 rapid zams  8.465  0.0002 0.0 rapid zams  1580.0 0.622 end all
19.108  0.0008 0.0 rapid zams  10.902  0.0008 0.0 rapid zams  93.4 0.875 end all
14.341  0.0008 0.0 rapid zams  13.367  0.0008 0.0 rapid zams  29.2 0.152 end all
10.387  0.0002 0.0 rapid zams  8.59  0.0002 0.0 rapid zams  36.9 0.127 end all
16.769000000000002  0.001 0.0 rapid zams  16.179000000000002  0.001 0.0 rapid zams  238.0 0.401 end all
10.082  0.0002 0.0 rapid zams  9.786  0.0002 0.0 rapid zams  171.0 0.122 end all
12.845  0.03 0.0 rapid zams  10.938  0.03 0.0 rapid zams  65.2 0.659 end all
13.15  0.001 0.0 rapid zams  9.442  0.001 0.0 rapid zams  38.7 5.98e-05 end all
11.055  0.0002 0.0 rapid zams  10.104  0.0002 0.0 rapid zams  35.3 0.000258 end all
16.515  0.0008 0.0 rapid zams  11.337  0.0008 0.0 rapid zams  220.0 0.114 end all
13.411  0.0004 0.0 rapid zams  7.4220000000000015  0.0004 0.0 rapid zams  56.3 0.00679 end all
15.798  0.002 0.0 rapid zams  13.591  0.002 0.0 rapid zams  1650.0 0.845 end all
12.997  0.0008 0.0 rapid zams  7.184  0.0008 0.0 rapid zams  129.0 0.144 end all
11.833  0.0002 0.0 rapid zams  10.037  0.0002 0.0 rapid zams  30.9 0.185 end all
13.208  0.0002 0.0 rapid zams  10.169  0.0002 0.0 rapid zams  31.2 0.184 end all
11.543  0.004 0.0 rapid zams  9.951  0.004 0.0 rapid zams  46.1 0.563 end all
12.922  0.001 0.0 rapid zams  10.208  0.001 0.0 rapid zams  50.4 0.325 end all
11.953  0.002 0.0 rapid zams  10.432  0.002 0.0 rapid zams  35.3 0.42 end all
12.72  0.0004 0.0 rapid zams  8.734  0.0004 0.0 rapid zams  25.7 0.0352 end all
11.858  0.0002 0.0 rapid zams  7.9460000000000015  0.0002 0.0 rapid zams  115.0 0.447 end all
10.805  0.0002 0.0 rapid zams  9.606  0.0002 0.0 rapid zams  55.2 0.467 end all
11.380999999999998  0.0008 0.0 rapid zams  10.241  0.0008 0.0 rapid zams  30.4 0.174 end all
14.732  0.0001 0.0 rapid zams  14.652  0.0001 0.0 rapid zams  234.0 0.14 end all
15.702  0.02 0.0 rapid zams  12.2  0.02 0.0 rapid zams  58.6 0.204 end all
18.259  0.001 0.0 rapid zams  17.078  0.001 0.0 rapid zams  45.0 0.142 end all
10.835  0.0004 0.0 rapid zams  7.987999999999999  0.0004 0.0 rapid zams  27.3 0.435 end all
11.761  0.0002 0.0 rapid zams  8.791  0.0002 0.0 rapid zams  76.7 0.423 end all
10.819  0.0002 0.0 rapid zams  8.413  0.0002 0.0 rapid zams  126.0 0.231 end all
23.404  0.03 0.0 rapid zams  18.896  0.03 0.0 rapid zams  3690.0 0.715 end all
10.957  0.0001 0.0 rapid zams  10.461  0.0001 0.0 rapid zams  101.0 0.28 end all
15.998  0.0002 0.0 rapid zams  10.339  0.0002 0.0 rapid zams  16.3 0.135 end all
18.291  0.008 0.0 rapid zams  14.297  0.008 0.0 rapid zams  1390.0 0.8170000000000001 end all
20.4  0.014 0.0 rapid zams  16.518  0.014 0.0 rapid zams  713.0 0.436 end all
8.724  0.0002 0.0 rapid zams  7.302  0.0002 0.0 rapid zams  177.0 0.395 end all
11.032  0.0001 0.0 rapid zams  9.634  0.0001 0.0 rapid zams  25.6 0.114 end all
13.124  0.0004 0.0 rapid zams  8.096  0.0004 0.0 rapid zams  66.8 0.0363 end all
18.393  0.03 0.0 rapid zams  16.07  0.03 0.0 rapid zams  43.9 0.12 end all
11.507  0.0004 0.0 rapid zams  7.074  0.0004 0.0 rapid zams  192.0 0.371 end all
21.843000000000004  0.014 0.0 rapid zams  13.739  0.014 0.0 rapid zams  292.0 0.0572 end all
10.67  0.0001 0.0 rapid zams  9.197  0.0001 0.0 rapid zams  48.4 0.00353 end all
9.573  0.0001 0.0 rapid zams  8.68  0.0001 0.0 rapid zams  239.0 0.388 end all
15.734000000000002  0.0002 0.0 rapid zams  11.087  0.0002 0.0 rapid zams  111.0 0.0652 end all
13.852  0.001 0.0 rapid zams  6.836  0.001 0.0 rapid zams  345.0 0.0826 end all
11.08  0.0001 0.0 rapid zams  10.338  0.0001 0.0 rapid zams  30.0 0.1639999999999999 end all
16.916  0.02 0.0 rapid zams  16.055999999999994  0.02 0.0 rapid zams  283.0 0.5579999999999999 end all
11.935  0.0001 0.0 rapid zams  10.807  0.0001 0.0 rapid zams  34.4 0.019 end all
13.856  0.0002 0.0 rapid zams  7.718  0.0002 0.0 rapid zams  39.5 0.0441 end all
11.591  0.002 0.0 rapid zams  9.673  0.002 0.0 rapid zams  33.2 0.0313 end all
11.967  0.0008 0.0 rapid zams  9.56  0.0008 0.0 rapid zams  39.7 0.156 end all
14.979  0.0002 0.0 rapid zams  10.297  0.0002 0.0 rapid zams  68.3 0.161 end all
15.898  0.004 0.0 rapid zams  13.546  0.004 0.0 rapid zams  290.0 0.349 end all
